Feature ID	Taxon	Confidence
4eb62b103663c6d37a8a367f678dc651	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Sandaracinaceae;D_5__Sandaracinus	0.9626037237751688
1922e48a13813dcd798d05973ab6fc17	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__Cryomorpha;D_6__uncultured organism	0.9858580536530539
b9b19039c436ad04a010fb0675ec6ac1	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Oxyphotobacteria Incertae Sedis;D_4__Unknown Family;D_5__CENA518;D_6__Leptolyngbya sp. UIC 10125	0.7072282992997279
c4998025de7e8dc703e4be21a24aea83	D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales	0.999869834019189
997c6b455eff2e1893f6a98125cef2e8	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__uncultured organism;D_5__uncultured organism;D_6__uncultured organism	0.7513757646550482
7a04cc2341734a7cae06418f5501e1d0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	0.8216722836206855
3e2d208ba9886902885785a5232780b4	D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales;D_4__Veillonellaceae	0.7800063328607078
4bca15aed78a7bbec57280b709291582	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__Algisphaera;D_6__uncultured organism	0.9694230153421581
59d5182ae115a9903e77dfea06caa901	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinilabiliaceae	0.988167929730246
191ba32085fba64ea718ad6e5bc11bbc	D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured organism;D_3__uncultured organism;D_4__uncultured organism;D_5__uncultured organism;D_6__uncultured organism	0.9429430576530426
6f347d99b2ccdf25fd6b2d6419e9aa3a	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	0.9999921874709509
6fb8f2828e7dd121287c0087c12d1fc8	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales	0.7087074774227172
cd8e0b4f5318d7a0b950596204d2ace0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 3	0.9514727272643375
e0a40bb9618b84ed504bd19bda40ac9d	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales	0.8418093017461029
017391ef5890e4318fa97b1b63ba58f1	D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia;D_3__Spirochaetales;D_4__Spirochaetaceae;D_5__Spirochaeta 2	0.9690475284835698
c6a22fd9734e7323009078870f48326f	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae	0.8236850967428925
bbe916c46ecf8c7d9a6bd74b3372ecfb	D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia;D_3__Spirochaetales;D_4__Spirochaetaceae;D_5__Spirochaeta 2	0.8214039465955635
62221bb62ef9ab96c3a97307dce8832f	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfovibrionales;D_4__Desulfohalobiaceae;D_5__Desulfovermiculus	0.9919050666266749
ae198e5ccf4661684dd24f8c15526bf4	Unassigned	0.31804935334544293
